id,title,company,location,salary,job_type,link,description,scraped_date,created_at
11,Delivery Driver,SkipTheDishes.com,"Wetaskiwin, AB",Salary not specified,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AXcZnune5Plq4fjyn8G_oNasI1t_hBVwDB-7MT-Be0wfZYCQsQjmXzEGJ0LIanm_VAyh3mAzQjFEyLeS9zgSnTflLqRMYWT72B-E5a20fhWLAyxpjjWHESaApCJyTgPTprnrhqi_XODcZPk8FotB8BqkMH9gZVOxEYxtofl_NYEpgY-sIORQ22XYTr9QJtFVt4-qmjXjXjqjQDhoNVryfbt1quZFsP9RtxfodJaov7nVWnxB6nlLjcim4Abz1LeYoVndUSKSm5kfthYqEUU0lYmaQHREv2OCi-16ZrIexoMO1OMB18jCh20aCb5qVdtwxrC2SoD9nxzS4lfQuDs_BcXu7HeooNrsrwdjCwDiPyBYuB240Hmpd4zgDiZVPhRfnRjIOdbEycYd2rR0QiKBsL8sox172sVf5-VnV6vmDSgnGHbTtlc1aKDBUz8XV1oI9wzFPjNVaqyM0_hWpAk8mQc8IqqSTfKh5x2K8vIDoQNodRMtSMpW2Afd_6Mt3L-UJtNZHjeGEwShoMtqhSM3mO0JL5o3Vvki-R05clnqCo_7vF3l6hlPZpTi4kDrt2tpf76Axn793TKjxkZViw4KDH8rSvGFazUXEAr6z5WOrKqJQ7kifb_ONVh4SiMCk-G43Aog0lykok_hRgM0FShWFx8H3-8ykylmY3CKKWWL1tq6EuFL_RcxOzDhwjXyvvqNC42qpGxC4reBfPnnJzTF7zIAEQGneti74KT1tj8tjCRA-hE09DPZtSov5PNzMT60qizNmXwTvP3Q==&xkcb=SoD36_M3rHrrlQTSw50BbzkdCdPP&camk=UoKtGZLa3XLy-EPwybgF3A==&p=10&fvj=0&vjs=3,No experience needed,2025-10-22 21:28:50,2025-10-23 03:28:52
12,Courier,FedEx,"Quebec City, QC G2E 5H5",Salary not specified,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CLoHr8v46JjMOh8SDCojy6qtrk0Hn0sP7ctk5NfORgTCNQSniFbJtfxjaTabk7s_q9ygbTDVX7J-tRh-WjJA7Y1-4g0b1JVUTNjYDPjkpgGSJI_otia3C_hvQkrO-PlG-MVfhkaveTgarh-HDo1pogzaqcSf5mMlu6YHgkGCkbMDW66HGjs6k3ckJsh7Yq_gHuIAH5Ll6OGI2rC9fCiXoI8JdG2jOYa0Lyi0fIGCz1yzSUzwPhu-O3ciLm62xUVl_d8ktMN_0uDEClnceSE6UnMmfROgNsHGJCLcAJqPUzumtKUn9Dr4Z-7Z08aRHGSgNo7eY53CjDut4IMBd0dc6BTp2hhuVTDaysQhG0r8gxBO_IRUT3V1tuPihkuConSa1u3BKQxhKLGrIzuwoOx-i7gwEGx6f2Z4FizMBITqCtQ318MhJVL31CzO__fL1kh1Y7EIUl13GzOIjMq2I5ne8LiYPJxu27LtfK17l6Xx6hOOvzvlq2i3Ii-UC74TAm2EKjfvZxZMZN4z9LQhL_cE_63o6DyrCc6j1Fw9rNGMpUIs9kIoTrCx853gQwfDXbEV1ay-uxmkY8X28bJbvmvk3EQwh2JaakoHyqOZVGtzM82qkEJQF8MsRHRB9fUXs-9VSIh6CUb3nGk6SOQ6kqvcHogo8t-atSej9fTIMPN5Ic8cPSODyBeqUo3c5bxAusezrMb7GPTb_aYr_xh-Trl5seeFKNI3uFIZmXXd0eSL0MAsxmubNSCuHgqNnKt7U-H651QvWSUnNgsw==&xkcb=SoBD6_M3rHrrlQTSw50AbzkdCdPP&camk=UoKtGZLa3XLzcAw_deSGCA==&p=11&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:28:51,2025-10-23 03:28:52
14,Maps Evaluator,Peroptyx,"St. John's, NL",Salary not specified,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQmrtWBJ-ayhfcEtLBbPyRsVnb0ptbLLTGp8pOCDI7jMPlu03rUFkcLuO2z_CpUKaYbbCF-PijA_RgGs3HfHNNcU07FmchC1H3bhW7Z1yf73wCcYZtw3K0qMrwOjnwNdJj6pL0u8hi5g0wDt7Ogry55eGPT-3sM-j3A_SMSOLF3X7BtASfapTTxvao582Q4i3CmF7qjiG5Jl6qVrhcypGHqaWI8fbQ8R7wv92M6mXoGxlNOoK-bU2wYKlGFP448g43mqN9bpwRfPaX4lzKm-K-gC1pikhglLdeE-XevuQTi94xwS89AM0dRl3gxMhYOpNNYPel5K2CZHDAlWPJtqLevggT3CuLpaQ1u6mUx9L73wdRQIKEZon6v_1WTWwmb8woNfDdp4v5_3CUBDhgY2S4M9oxW8EhFj3R2rs7SQkV2IluP4FFWaRtdTInaqFUaiSfiZh1nczAkEJG4OxLlM0cCvw_sdpMq2Qv4ENTZIjBwlMIhVN_lVEdqV82i0AZacURBUTwCBs6nDic2gWzMF6QEAIdCRE1NXXoC6sJ2bWhXFA_H1iNUKXl0KqYJTQPtBeeppVYVYw1zonYBfys8y64usOtf1iADsk=&xkcb=SoB56_M3rHrrlQTSw50GbzkdCdPP&camk=UoKtGZLa3XIdui7U6DAWyg==&p=13&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:28:51,2025-10-23 03:28:52
15,Journalier d'usine,Robover,"Quebec City, QC",Salary not specified,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DEfCpEuRfW-li8MTKALtBGC9yjt8EMF0Le4oK_l0oykGb_N8iA3ctbfBDsRnz7XAZtnT8NHQtmoKmE8Q_1pA_U2T66ZbKfDt00EWTfUezNZgMOBc3ojv136JppFs7fuxOonIs9lDzGbGYWPY7HxojMNZncGT0pJBBA4zhsAGDKJDW-MjDAsgwqRIe_MwW1JKyAGRk3mBCXazhC4M9IYR7PJPINKRn2wwtVWvka1TX9immtKKqNZUWsGdjPbU5unNRisfoIEdF_0hquJT5_zuqrcxj-eFu7_lMUcw6FfZZlql7UdDPgzX-lorF7zaw58vuZ33ZmVycWawPVjEJcpsVobNzNZvD_sOKeAUchS2EfZd5LeddbaxX5arN6cCY8U4yXhSnPfXt3QKwHwMU9uOanmweXJtxxVOq2zbHKnGjV30DpCkxuMzN6ja-WjeIjPMuEdivcO950k4o9FoOgp7VBPVW3KyI4T_mPv9O4Rqg0HQjggJyFs6-E28EagPKr4aGK30jqHp4JATN0KoJHx-mkyUiqpMn2nNllWBOCqr2lq6CDqcu0C6vge3qWH-mOzkw8iS6NMVV3WLawrg1f6xXg7GsGCO1V9RV_B7o4olCxFQTFfM2IW44Yf6m_OCBwaASx0uA-1So1buuEhDahnv8gp9_yOB4lvcQ=&xkcb=SoDk6_M3rHrrlQTSw50FbzkdCdPP&camk=UoKtGZLa3XJfOzXYPv1U7w==&p=14&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:28:52,2025-10-23 03:28:52
31,"farm worker, fruit",Craig Nichols Farms Limited,"Aylesford, NS",$16.50 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=74204df7c7965f30&bb=MZ9J971SmLtR-klZRKkV8hSMIxUamK-iRdAnxU_QDJOkAu8ksGeABF3RpEkvdsB_qfWWvc70mLLOpBBWcQB_K5ubnNNClAAVoqhCCYFcXPqWZF7p9TUXnma_NFBR6Jfs&xkcb=SoDI67M3rHrpfkROEh0LbzkdCdPP&fccid=5c46ac2a924d90f5&vjs=3,Description snippet not available,2025-10-22 21:29:01,2025-10-23 03:29:09
32,Cashier,Princess Auto,"Dartmouth, NS B3B 1H4",Salary not specified,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPpiFXKdwMKZ1tTD-42qfCYHwTBdQJA4s4nA0C9Z26VVJQlXJsBxcu5i1EtVSgqhAZKFBCOkdpABKCkXzRNmvRUsghduP3IyrRMMwHQgZy2U2WhRS9X16yq7GjeXpTRHTQlcR78LG-ZSK9G7yQ-gwizf_9MrQPVFGmcakoKGYQZirF5-VdODyrvUaZ7AJhnJJNKMnKQjPAd6FW-NDEqHcoBh2RYQPrWkVB0u91tuczHTfkeWiLo-p5mR9jB-Lz57uDfXw2RJp_X5SJUEW8PHcRcAk3d-T6Ck2wDTNmATbdFp8OnIdOtC_zCG0CATW8hW8wZB3EDXKebkbnUi-d0l_jR8BNvADzP4I1UNFPJg6eylTpGMt01ytf_HdCNwPHZ_aj3-FWNOlsMpa2oBz1Pbsn1nP_Z7h8OIGeFKTfwBRTIDBvBN3qdnjDsq-nt8DHhIVnWYTIpmRYHmdP8qAlrLB6YAPvlHna_1FLcDZdyrssLO6VZAJDTSofwa6pIqe7UL52uYo4Zxgo9f1L8-wg9Xk1J4FVHYl-wt7EtEmXUgqCR-p7bMhctpcf69UE--mpp8x-a0Dwp0c9w6l7ZANxm_eln0cVnWtNpZfdHblV6BMUfQ==&xkcb=SoCI6_M3rHrpfkROEh0KbzkdCdPP&camk=f416UQcMBpCPZ21OSrRdlw==&p=1&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:02,2025-10-23 03:29:09
33,fruit farm worker,Laundry Farms,"Picton, ON",$17.60 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=f8d134c3bad1c47d&bb=MZ9J971SmLtR-klZRKkV8gY7yflu4Od5_P8ttg3ZpyK5ClM2Rf0iaeZ0p9W7z4TRu2Q_XueVgD4jdxPenR17Xw8XWwan1oRXVKDBIeNESejhNlwrUPccMHSnXoZw9HlU&xkcb=SoDh67M3rHrpfkROEh0JbzkdCdPP&fccid=ea7e2b7baeb7a11e&vjs=3,Description snippet not available,2025-10-22 21:29:02,2025-10-23 03:29:09
34,Call Center Agent,ProNexis,Remote in Canada,Salary not specified,Remote,https://ca.indeed.com/rc/clk?jk=58fc060f4315d93f&bb=MZ9J971SmLtR-klZRKkV8jfvI9tr59tMuH4ElsJvrUi9rsfZiYw1-cK8wCljWBms9OdfQ4rjG9dbb5MCiayCe9T7Kis9U_2BKiTh-sc7w2vIJq9N-iC1hy45IjAkId_2&xkcb=SoBV67M3rHrpfkROEh0IbzkdCdPP&fccid=7e87c1db7ad7f0e2&vjs=3,Description snippet not available,2025-10-22 21:29:03,2025-10-23 03:29:09
35,Data Entry Clerk (Remote),Farber Debt Solutions,Remote,Salary not specified,Remote,https://ca.indeed.com/rc/clk?jk=22ad81a2598b848a&bb=MZ9J971SmLtR-klZRKkV8mXgV4dtKM-5-OgCNFuPlKXYGReFaWLcLpd6fSUAJkF1RXS9baY4ZSXjA9XzF1DyiaNVzqtJHvWIiaDCLP3P1T2_XQLz4-jb0fpj1UogwMMqcmFWZlXYlFQ%3D&xkcb=SoDb67M3rHrpfkROEh0PbzkdCdPP&fccid=bf47b40f0107b441&vjs=3,Description snippet not available,2025-10-22 21:29:03,2025-10-23 03:29:09
36,Packaging QC,Highline Mushrooms,"Leamington, ON",$18.67 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO7xDvTgJeR9aY9z7huwualVLHT4Q3BzTgFL10rXHTrjL8ndORd397r2C-PpvdobcvN7r3CA9JDkzPtamvLkSrVNY7Q_RkENScHoBr330g0pgFh3jYuuVKjFGya7tUy5pc2IZLjufU3_5StYetHNmBn-NQ9d7gnAr142DD0rY_Q5UNFfpQ2yXCgIxx2YmAMn85FTufBgizL93AW8iTrXFkpTxFFIM1X_qLmMN6T_o0wDVfz3PfgfiCWg8aIpWuSHVfOU5Ii1IbAOnuErpffhQ5WxwnYzMWefBbqBeKGPVIq0IO8TkVTaGMh8E48LmYh_FchJFRnLcbi7u_i0WCebkCs_RoPulxcbXk2wb0i0YKvJbqSMfZdF39NZ7WEpM1_sDr687wDH40a3LndPeA5AabCrsBgAbQ34V_nSGL7ZFq-ubi1BZaprS5w9k2VmaehXycYdqa2RYrYBuXoDt8BpOQO6OXhoDpMc7nlQ5hXi_hanuHr_JNaUSARWevBGdXctXjyCLYMGeAoKldjcN1C186VbX5fnhbGaNJKfqk-_1UPIyljo9qkCXjM5s755eHPN1EGsk9LqUVSedqni_yAO2czI0EARoQ6ArDSXslRKeml_jmNOyr5vuSbgpN5cKstV9Cio6090aFk2yyrSWav1S_4OyzdC3msms=&xkcb=SoCb6_M3rHrpfkROEh0ObzkdCdPP&camk=f416UQcMBpAxznUckHeOVg==&p=5&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:03,2025-10-23 03:29:09
37,"Seasonal Sales Associate, Skeena Mall",Best Buy Express,"Terrace, BC",$17.85–$20.85 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bfb82ypc9SidKQLnMieGri9xalbS0v0D7hXyQU24ncfT4z1z4jJuowHBPGeo0-1Y-v-TalsNVSWTRnVoyoHQ62pasyO_Tpptmd4aQEY7F1oPDPsInfmgGu31h2_NQylYlFaMRbE44FYrY8QiY5qOjvT-9fIPGlshClF8CQe7GZaeqwsJiGSnhve3Y4k4WTE5CcFALr_Ynbw7bqHbnl5xXIZ_u3RQLN_mFQ8tIYjEMUs_iZ7LzOc_dNWvVgjmAxWkb45V8FpdC6Mllq2ls3BJDPLZWs4jAngIEqq0lP2kIf1Fah9LlUoKo2LTerTCpyOVxbqm-40yvrx0yXZfZ6O6L0hoLGYfk90HhRJrY2EzV0WApNx8e4HTlwzU1YYAhP-JwYwJAe14c4fDnUhDWvcMXFcFHqmXwrYlZzqbH36WvLPqyYpObeH_WuwGRFrUSNoYETKU4RDZ4JWxZMHdHICGKh0QJVSti9urgKgpZ70WG9uBzmos6O3Oj97P15jV33dG52S3-vs49anVYQDLfrRaKunx97x01bUl58PSPyNOV2kfeMTxyzRvhNVtO_sf86XQSvsw274iWyU8ACb1Fy4lSceCWjkurMBv5v4Ie7VSAVt9P144UPek3ooZGnX_V4fRN40HWgeQJOBw0ogJH44Eg-yv6Kv32N6kM_SvP1UZUX5Jun3JRT7nsP5opIBxbtWEBV2FVelCnyrLV6Z-wAoBeE&xkcb=SoAG6_M3rHrpfkROEh0NbzkdCdPP&camk=UoKtGZLa3XKaKbjXKe-i-g==&p=6&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:05,2025-10-23 03:29:09
38,vegetable packer - farm,KPB Gills Four Seasons Nursery Ltd,"Abbotsford, BC",$17.85 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=d24895a2cdaf8f82&bb=MZ9J971SmLtR-klZRKkV8pDsePc2Y5ExvRSb7UWbMTArkFUwDjMmdHXNs4tELIi7916MBRU78QLmgn3NGGOtj7UxhnTxV5zU6y0piVUMKO1k4pjw1HlxAVRF45KLpOXw&xkcb=SoBG67M3rHrpfkROEh0MbzkdCdPP&fccid=2a350c05d045bb04&vjs=3,Description snippet not available,2025-10-22 21:29:05,2025-10-23 03:29:09
39,Carpet Cleaning Technician,CRS Commerial Carpet Cleaning,"Richmond, BC",From $25 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2qAx4w_j2JBbIWHys1nkNtBt10BZQDcNb7jyPubqMR85-zKHjZvAsQR9EkHJz0Vmg63iJHXk3IuH30KpOENR-LV33qHLHXoXAxA87i3VdNcMIvE_kGvMWfu42PFFrPDfvn7Sy6Y1DGYZf1Xa9BK7HyXhIcVmLpS0GN_WopjV13tHVIReTxCjOJZ8QP_1UOHhNwbGA1_oC28A2P6XPuy2HkYi8-bBVrf3Eq6uOUj6lGP_2mRDkVDx2LLX_KIQgkNcnC8eEmm0QVbK2zeVJlFizhwDuVX4ZJO6nGKbWfd09OKIrWgFTKHYZqDTDG6BIbwoBesn1iknTHuE6G1n5jsLPGIeEua1h3XwzncrrFu6OAlUAbf-TmFbTCbzxCu7_Be-0R_L4IVh4La-X4IWU8Iu1idtEKHa0eS2t07j2RWjObhS-2OyOQPURQJP-YqDHN9rNVLQyuio9unJJwqQ5w3_TV9Kr9A7QFtUj9lZA-G73WOsSNxkgVtHBt8iNtHPXxk1y8nVlz37urz-Y0ofx1t0sDup0Qw77dOVA9Q17qRn_esZ5o5wZ1SurvjMQAq4QJg4NVuIQHRFH_COUBshedrJLw7PIS5kKTo1w5Hk19HwN26Ci7NlhvwMac9esHgbFBy6c_fwQBtjHmQ==&xkcb=SoBb6_M3rHrpfkROEh0DbzkdCdPP&camk=UoKtGZLa3XIZtq5hysmeqQ==&p=8&fvj=0&vjs=3,No experience needed,2025-10-22 21:29:05,2025-10-23 03:29:09
40,dairy farm worker,Birch Lawn Farms Ltd.,"Atwood, ON",$17.60 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=aafaa1550404c26f&bb=MZ9J971SmLtR-klZRKkV8sYsAGWZ8rmpom1sGlW9ipBQODRAG6aGNR8gGe5x8ziaVPeDRp9_m5f-YDX27sW9U3qf5520pBr5yVqRtPncU7ceR4k0gIiEOMxdxyRwZKGs&xkcb=SoAb67M3rHrpfkROEh0CbzkdCdPP&fccid=58f3f974ee6622e8&vjs=3,Description snippet not available,2025-10-22 21:29:06,2025-10-23 03:29:09
41,Customer Care Representative,EQ Bank | Equitable Bank,Remote,Salary not specified,Full-time,https://ca.indeed.com/rc/clk?jk=d9aae2731f878c74&bb=MZ9J971SmLtR-klZRKkV8qa84MIq1aZ1H1oPzF74k7TECcSC5eCT0fB6DaXB2h6mnFn6MYPv0iUKLbXRCbQgXLWBG0xMYs_9kICf8Drq8b9S2He53Cxeu19OMT1PdZKy&xkcb=SoCG67M3rHrpfkROEh0BbzkdCdPP&fccid=622204ff168f29bd&vjs=3,Description snippet not available,2025-10-22 21:29:07,2025-10-23 03:29:09
42,"farm worker, fruit",Gill Gables,"Enderby, BC",$17.85 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=179e8805a5139c53&bb=MZ9J971SmLtR-klZRKkV8uM6pS6p8xjB4DLWQE_yWgcKd1G8pEq-5fsjPAy-rz6HMD-pYRDFYcQoUcH3qAYSzqjRq0wpqAQ9YXuBU_2G0jCpGfe6hNMHc4JuyTT5YEi6&xkcb=SoAy67M3rHrpfkROEh0AbzkdCdPP&fccid=6002fa3c6efdb979&vjs=3,Description snippet not available,2025-10-22 21:29:08,2025-10-23 03:29:09
43,cheese factory worker,Sylvan Star Cheese,"Red Deer County, AB",$20 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=84580ccc10b596cd&bb=MZ9J971SmLtR-klZRKkV8i_h9qdHgIxejyZ8B3lFfSv5qvu2Kne-MHD6Gp_YPDzJ6oC7aLlWNaw2KG8dcs4vdNluMFhftEBGtxyk28XdLx8c9XbOvyv3phVpmsj2w_pP&xkcb=SoC867M3rHrpfkROEh0HbzkdCdPP&fccid=f9da2b6d893868c6&vjs=3,Description snippet not available,2025-10-22 21:29:08,2025-10-23 03:29:09
44,"farm worker, general",Deleeuw Farms Ltd,"Athabasca, AB T9S 2B1",$25 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=61083f28b4866cc8&bb=MZ9J971SmLtR-klZRKkV8u_jNvOl7rLcICjsmmJhu2MR_xILrwczRyjP6UvlIx_4aQgqva8Z83yKHPeVC2qLiOsLT-8KtovC2F2ddZay-O79y0gAI15m3S3nYlZV_y0R&xkcb=SoAI67M3rHrpfkROEh0GbzkdCdPP&fccid=ea3f50e22cfa54e8&vjs=3,Description snippet not available,2025-10-22 21:29:08,2025-10-23 03:29:09
45,"farm worker, fruit",Protolight Farms Inc.,"Leamington, ON",$17.60 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=03e5393e3b949877&bb=MZ9J971SmLtR-klZRKkV8pE2hv6PirI6ESfswhBwYz00Bmlp8SKIDbX3YA-sQvBL7hUSxrTyDBocMGyhaM1sui3_VwNliFKI7CsQ0hJ_iTL-3gE3knOfRPvhoPT7k-QO&xkcb=SoCV67M3rHrpfkROEh0FbzkdCdPP&fccid=b5e000b09691f509&vjs=3,Description snippet not available,2025-10-22 21:29:09,2025-10-23 03:29:09
76,Manufacturing Labourer,Genics Inc,"Acheson, AB",$18–$20 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BIe7sfWUblZaFt97P2RCx_28wAk4x2SO9MqB2eR25xQu54ZkIBQ-UPmkPx-UgDqR0KLwi2Rur9tr02nuFLx1A7LXfldTmRuTRjDrGrxZo8CHUkPmLQF9Jchq0k_hEADwbodjEKiJtm2qox0q4cP6t-_ZURD5T6Ph6mZtbbalzWJjWqgNSikGo7emQ44YTV2COJTUITgGkxV1wBPawXT-lFN8XZ8vYJ3gjKIofiX_urKhXK0JmXji2m6bSQ10MN_czYfvvSDS8tOuj11vjEVU5z6FPb2PReef6S3BHx3_16LeJhI1Vnx1OLCyS6pfcYhkQi2p-E8NlxvBDZ0YWrKhqmiJX5uQapkXa60EB2EVsOVCrW-pOTlWynXbStSDZ7ZsyI2AlJwkmYzKdzh1HjSL2VBPSRw_MlNxb4F15Sg38xHz0pVbYHNMboqCQVAeGWwlKQpPKYLNx1SWgQ3qFEtkiE9L-ACfBaghXg0GX-baBQsbjwzm5IXNg3FK5B2QsWrsVrng6mRrgZVi2m3jSS4r4AqtDEMOgZ266lpKKwh-beTcsKGuECLgvKuUStxyfwYkK44lxLjI9R86GxwNVvEHFhUgkL5d3DYQiP2wavGN-_S9VZeV9tqU2QEg0C7g4mzWdaAXqkqFpeCQ==&xkcb=SoAM6_M3rHrnaKAN5r0LbzkdCdPP&camk=WbZiXX7VL1RFOU_UpLIMRg==&p=0&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:20,2025-10-23 03:29:28
77,Teammate Delivery-FT,Voilà,"Vaughan, ON",Salary not specified,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dq_7b95OAoKKQgNrtz9VyISv5Mrwk6tGtdWTEkpTboj6B2m68jz1td_G7mpLQcV3teJaTgyqVnaJJWqr2qMJ98wkJZxhcpWkKwDXxZz-R9o6tuLgxvbBiQJu2MukRibkWT5hWF5_4S2YyQKjGpSSvIEuWR4zylojPvAJ4UuB_MGYFbdNw6nekjCvwU5UHBLvxnwKAWa8FzClRAI-aTeXWFlv_lfuuPxmiybIFNyRhI4MEH2jYZs9-VyQM99YbaCJ2B90biRA23S2kJVgFx-tINRHKPGR7X3BGklptukVmeYf5acTQbk347JDOl-J3wY80xLX_pOEHucBwSYeSQ9z0qJE4X6T8Mh2z_JpvckRCQV3oT2UmZxb6_gmYYkr-razinWdRi-8HW15JllhzwNmC6LtCPt_Mr2XVWnCF2oTPHtjjSDyTdKpKVHAyivozJS5tYUJW9dhSGbkyHjvN-HVMCLprnhz0PopCaoOdszBDj3RjvNxm8AcnW2qTd-T3qYwsd0eQ43wXQHTwazJ_1NI69ghJO8wh3j3MJrzN0e01HZE4m-ScFI8fkrN2LXUEe-fpHJDHaD89GesoGMRWBIgeMU1sUJqJ5xJ0tf9X7St7qzkfoFgRzMAKUlPaUN7w4iYmIPdbnzQDCfJgweKXSGjKVl14ZawKMzys0QlnVNn9ETBINj_9A37vZbUuBiCR4NT-EEccXJhTKxNYEiuomEz7czr3uVowqF2O1MxbKHP9HPQuZnpNmPIxRP1i0K2-nqhbv_rD6uNy4RlfCHvRu-nPjrmWeEWrPkhN8GykfR3acukcTD0OreHtho8agd1RV983fMaxbn9ATERdUJyktD3grgGroj2BXu6aFZEZIdX9eiX8XZR9tlbmCtD_9uSJzj9K-PG9glK18AYPa7_BdCtq3qSmqH9Vh6x6zyZ8ByM7j1id137pqTZ6TTnHhfzB9pecQAujog9u-4wNjBExfnjVsTETgGJayDyeKF9uKFrDyuD7jYa-taq1ncf1e9m3l6AM490UfpakFAQ2eMwfS8FHT1OLQu3dPnP9NACd_zXyY9j0jPseOm3yxvRp-tduTLq78P2CoQehSvC8oP8CoT6Yx21L3hbKcNNvPgmulkOl6syVx3lAyTNcTTxfbylU7Qx8=&xkcb=SoC46_M3rHrnaKAN5r0KbzkdCdPP&camk=4HOcmqOLYrDz1OCUCB7qWQ==&p=1&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:20,2025-10-23 03:29:28
78,Manoeuvre,ConsuLab Éducatech inc.,"Quebec City, QC",$19–$23 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AyrQETpQIbkmyCFMuo5LkVEkPjCMMrYloWO6lBuJGW1iebPbanDLZvDfDu4iTHbfZcPjAHMrIiMCNK0c4hWO8QEBpeD7x0K2LNrJH227w1_D28naS_wuWx4Drqal5ZTeTqwzx5o38EyG58fntyL3qsSjh12JhC3AbyNnlf0_fqMhDyFFQLB0v5sFgdJCFLeTLADWTBLe_YNoo-Z0yJQUKs-Kwj9uypInCL5TKd1ls2cydk3WRa4oT4qhktxDCByciZkM1RkyzzlQGS-7zCYa1G-juJuIKhm7d1y5KYOyeNA_vQA_eTxMSpCa5Bbz7FKM-Fd5hlLEkU00aCw6qcXx9JZCypoWsFquAYpTEBpiwWDZQR2Ipl4f4i49yHvMK3Ho1OT9hBps_9MUWNBsCCAgNFFvKBLQU2G5FG_qGQosTK7oOn1YjXNX9EKQFzsIRHGCvIvmszOlS79JnZD_Vg3uj4eq7GrqmZaIrw-VMpuvIEi9WibKtio_hTnDQoLW_bKXiB75ItCV9hcP1Co9bVrBj9aof233HKQ0tIDMUnsyBllrKWpdC8lN3aOH4-6ARR7UHJLt7P5uRuMq0woYSjCp_OUMHb2-Sfu-f6RmOTV5IaJbVwlN7g8qQO&xkcb=SoAl6_M3rHrnaKAN5r0JbzkdCdPP&camk=UoKtGZLa3XK0c2DyNKvx8A==&p=2&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:20,2025-10-23 03:29:28
79,General Clerk/Cashier - Oliver,Buy-Low Foods,"Oliver, BC",$18–$24 an hour,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_EXSXQZ876MkP2AO_t1POXQWZkg1SyJbvZPvl8rPDmnFTjQvmf6E1LH9g4U2MkVkyXS31aixpbcGw47b1u5DIukH-Ri-pt7vRFpkqyRr9k-RR-NT3EYQmlUXQvoodd3IETNCQNGVmX6fNvmeYuoRWIbEA2G7J0aE9qwWS411ipzllWBPwQsBz1-4IXRxGpKgDsFns4YJRuOx6kPQqftScSfqSei2_cT8JOw_SMAU7F1K9DHYAO8vGQcMzZ9u60QytdV-fw3gsLUDK7dqPrgsWobx4VN5enU6lRInc73_uIqH9Q2LMP7Js9BGzo-5Xugxe6sW-h2ka1RKKSge3bDsf8T2rJyz3kWcPhnm-8N0YMwk8523XLNY8s1vDH6IYSjWjwc8ZsYrIFAjTSSYW8okiNo6Vi4MsL92Fn4TTDFLNqQ77e7WZWZ7kmDM1TVSrk1i3Yrsc7GiNDHpNrTA26R01buJodmNhibf5vOqN86C9rkVq7W5OE9bUDG8hT2DG0H1djZPy2FYvMjz4WA6zHT55_aCIDezZDLftm4hh2GSmVlsmpsBdkaktGP2oSSZmn6XFCtRJd2o5gU8tUwe_Uz-hmWOVPjQ90pg_H8ujxpuIFHbKNPqct2ojNaeOhuAK_9bv1GCI-ZO9LbHPMY2JF1qz1TzbqetlFjOtVAwoIjbpjM4E-qhk3iYZSum21RiqtQPLRLHn3dkhNGNDkX-oO_7PRlwQJtF_Y83bx1GKFez3FGLahhuFZTT5pMKbpvAxRXs=&xkcb=SoCR6_M3rHrnaKAN5r0IbzkdCdPP&camk=nUmJqO2E8rjaA4FdJN6Esg==&p=3&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:21,2025-10-23 03:29:28
